"site","block","plot","plant_code","plant","species","div","c_i","flood","canopy_openness","experiment_final_intermediate","alt","alat","Geometridae/eois_herbivory","Apatelodidae_herbivory","h_div","a_div","herbivory","nlvs_per_ind","plot_richness","dif","divf","final_div","pdiv","precip","temp","finalf","pres","vari","floodn","clonen"
"Costa Rica","none","Plot 12","8","Costa Rica_Plot 12_8","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,0,NA,1,20,60,17,15,"medium",2,0.166666666666667,2900,16,"medium",100,NA,1,1
"Costa Rica","none","Plot 12","9","Costa Rica_Plot 12_9","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,0,0,1,0,81,17,15,"medium",2,0.166666666666667,2900,16,"medium",28.5714285714286,27.4761904761905,1,1
"Costa Rica","none","Plot 12","9","Costa Rica_Plot 12_9","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,0,0,1,0,81,17,15,"medium",2,0.166666666666667,2900,16,"medium",28.5714285714286,27.4761904761905,1,1
"Costa Rica","none","Plot 12","9","Costa Rica_Plot 12_9","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,0,0,1,0,81,17,15,"medium",2,0.166666666666667,2900,16,"medium",28.5714285714286,27.4761904761905,1,1
"Costa Rica","none","Plot 12","9","Costa Rica_Plot 12_9","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,0,0,1,0,81,17,15,"medium",2,0.166666666666667,2900,16,"medium",28.5714285714286,27.4761904761905,1,1
"Costa Rica","none","Plot 12","9","Costa Rica_Plot 12_9","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,0,NA,1,1,81,17,15,"medium",2,0.166666666666667,2900,16,"medium",28.5714285714286,27.4761904761905,1,1
"Costa Rica","none","Plot 12","9","Costa Rica_Plot 12_9","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,0,0,1,0,81,17,15,"medium",2,0.166666666666667,2900,16,"medium",28.5714285714286,27.4761904761905,1,1
"Costa Rica","none","Plot 12","9","Costa Rica_Plot 12_9","decurrens",2,"ind","flood",7.02,"final",65,10.43,0,14,NA,1,14,81,17,15,"medium",2,0.166666666666667,2900,16,"medium",28.5714285714286,27.4761904761905,1,1
"Costa Rica","none","Plot 13","1","Costa Rica_Plot 13_1","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,20,0,0.946394630357186,3,40,64,12,10,"medium",2,0.166666666666667,2900,16,"medium",50,800,1,1
"Costa Rica","none","Plot 13","1","Costa Rica_Plot 13_1","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,0,1,0,64,12,10,"medium",2,0.166666666666667,2900,16,"medium",50,800,1,1
"Costa Rica","none","Plot 13","11","Costa Rica_Plot 13_11","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,20,113,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,317.5,1,1
"Costa Rica","none","Plot 13","11","Costa Rica_Plot 13_11","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.721928094887362,2,50,113,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,317.5,1,1
"Costa Rica","none","Plot 13","11","Costa Rica_Plot 13_11","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,10,113,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,317.5,1,1
"Costa Rica","none","Plot 13","11","Costa Rica_Plot 13_11","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,45,113,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,317.5,1,1
"Costa Rica","none","Plot 13","11","Costa Rica_Plot 13_11","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,1,2,50,113,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,317.5,1,1
"Costa Rica","none","Plot 13","11","Costa Rica_Plot 13_11","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.468995593589281,2,20,113,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,317.5,1,1
"Costa Rica","none","Plot 13","3","Costa Rica_Plot 13_3","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.468995593589281,2,20,68,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,545.333333333333,1,1
"Costa Rica","none","Plot 13","3","Costa Rica_Plot 13_3","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,4,68,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,545.333333333333,1,1
"Costa Rica","none","Plot 13","3","Costa Rica_Plot 13_3","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,50,68,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,545.333333333333,1,1
"Costa Rica","none","Plot 13","4","Costa Rica_Plot 13_4","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.970950594454669,2,25,133,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,969,1,1
"Costa Rica","none","Plot 13","4","Costa Rica_Plot 13_4","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.353359335021421,2,75,133,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,969,1,1
"Costa Rica","none","Plot 13","4","Costa Rica_Plot 13_4","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,1,133,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,969,1,1
"Costa Rica","none","Plot 13","4","Costa Rica_Plot 13_4","pseudobumbratum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.970950594454669,2,25,133,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,969,1,1
"Costa Rica","none","Plot 13","7","Costa Rica_Plot 13_7","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,3,67,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,112.5,1,1
"Costa Rica","none","Plot 13","7","Costa Rica_Plot 13_7","garagaranum",2,"ind","flood",11.96,"final",65,10.43,18,0,NA,1,18,67,12,10,"medium",2,0.166666666666667,2900,16,"medium",100,112.5,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.918295834054489,2,45,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.619382194678764,2,26,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,8,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,NA,1,30,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,0.721928094887362,2,50,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,60,0,NA,1,60,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,0,0,0,1,0,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 13","8","Costa Rica_Plot 13_8","garagaranum",2,"ind","flood",11.96,"final",65,10.43,80,0,NA,1,80,60,12,10,"medium",2,0.166666666666667,2900,16,"medium",87.5,712.839285714286,1,1
"Costa Rica","none","Plot 14","12","Costa Rica_Plot 14_12","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,1,83,7,5,"medium",2,0.166666666666667,2900,16,"medium",75,20.6666666666667,1,1
"Costa Rica","none","Plot 14","12","Costa Rica_Plot 14_12","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,5,83,7,5,"medium",2,0.166666666666667,2900,16,"medium",75,20.6666666666667,1,1
"Costa Rica","none","Plot 14","12","Costa Rica_Plot 14_12","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,0,83,7,5,"medium",2,0.166666666666667,2900,16,"medium",75,20.6666666666667,1,1
"Costa Rica","none","Plot 14","12","Costa Rica_Plot 14_12","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,10,83,7,5,"medium",2,0.166666666666667,2900,16,"medium",75,20.6666666666667,1,1
"Costa Rica","none","Plot 14","2","Costa Rica_Plot 14_2","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,2,72,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,8,1,1
"Costa Rica","none","Plot 14","2","Costa Rica_Plot 14_2","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,6,72,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,8,1,1
"Costa Rica","none","Plot 14","3","Costa Rica_Plot 14_3","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.650022421648354,2,12,68,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,63.5714285714286,1,1
"Costa Rica","none","Plot 14","3","Costa Rica_Plot 14_3","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,2,68,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,63.5714285714286,1,1
"Costa Rica","none","Plot 14","3","Costa Rica_Plot 14_3","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,4,68,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,63.5714285714286,1,1
"Costa Rica","none","Plot 14","3","Costa Rica_Plot 14_3","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,12,68,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,63.5714285714286,1,1
"Costa Rica","none","Plot 14","3","Costa Rica_Plot 14_3","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,10,68,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,63.5714285714286,1,1
"Costa Rica","none","Plot 14","3","Costa Rica_Plot 14_3","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.721928094887362,2,25,68,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,63.5714285714286,1,1
"Costa Rica","none","Plot 14","3","Costa Rica_Plot 14_3","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,3,68,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,63.5714285714286,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.914100892018565,3,7,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,3,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0,1,0,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,1,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,18,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,1,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,2,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,1,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,2,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,10,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,1,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,4,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","4","Costa Rica_Plot 14_4","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,4,133,7,5,"medium",2,0.166666666666667,2900,16,"medium",92.3076923076923,25.1410256410256,1,1
"Costa Rica","none","Plot 14","5","Costa Rica_Plot 14_5","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,10,121,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,11.6666666666667,1,1
"Costa Rica","none","Plot 14","5","Costa Rica_Plot 14_5","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,4,121,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,11.6666666666667,1,1
"Costa Rica","none","Plot 14","5","Costa Rica_Plot 14_5","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.918295834054489,2,12,121,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,11.6666666666667,1,1
"Costa Rica","none","Plot 14","5","Costa Rica_Plot 14_5","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,1,2,8,121,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,11.6666666666667,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,1,2,16,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,1,2,2,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.721928094887362,2,20,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.48210229214026,3,50,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.970950594454669,2,25,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,2,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,4,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0.706472559577322,3,43,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","6","Costa Rica_Plot 14_6","reticulatum",2,"ind","flood",8.58,"final",65,10.43,0,0,NA,1,12,104,7,5,"medium",2,0.166666666666667,2900,16,"medium",100,304.25,1,1
"Costa Rica","none","Plot 14","7","Costa Rica_Plot 14_7","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0,1,0,67,7,5,"medium",2,0.166666666666667,2900,16,"medium",0,0,1,1
"Costa Rica","none","Plot 14","7","Costa Rica_Plot 14_7","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0,1,0,67,7,5,"medium",2,0.166666666666667,2900,16,"medium",0,0,1,1
"Costa Rica","none","Plot 14","7","Costa Rica_Plot 14_7","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0,1,0,67,7,5,"medium",2,0.166666666666667,2900,16,"medium",0,0,1,1
"Costa Rica","none","Plot 14","7","Costa Rica_Plot 14_7","peltatum",2,"ind","flood",8.58,"final",65,10.43,0,0,0,1,0,67,7,5,"medium",2,0.166666666666667,2900,16,"medium",0,0,1,1
"Costa Rica","none","Plot 15","10","Costa Rica_Plot 15_10","imperiale",2,"clone","no",13.26,"final",65,10.43,10,0,0.954434002924965,2,16,92,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,224.8,0,0
"Costa Rica","none","Plot 15","10","Costa Rica_Plot 15_10","imperiale",2,"clone","no",13.26,"final",65,10.43,50,0,NA,1,50,92,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,224.8,0,0
"Costa Rica","none","Plot 15","10","Costa Rica_Plot 15_10","imperiale",2,"clone","no",13.26,"final",65,10.43,10,0,0.970950594454669,2,25,92,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,224.8,0,0
"Costa Rica","none","Plot 15","10","Costa Rica_Plot 15_10","imperiale",2,"clone","no",13.26,"final",65,10.43,20,0,NA,1,20,92,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,224.8,0,0
"Costa Rica","none","Plot 15","10","Costa Rica_Plot 15_10","imperiale",2,"clone","no",13.26,"final",65,10.43,12,0,NA,1,12,92,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,224.8,0,0
"Costa Rica","none","Plot 15","11","Costa Rica_Plot 15_11","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,3,113,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1286,0,0
"Costa Rica","none","Plot 15","11","Costa Rica_Plot 15_11","imperiale",2,"clone","no",13.26,"final",65,10.43,4,0,0.970950594454669,2,10,113,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1286,0,0
"Costa Rica","none","Plot 15","11","Costa Rica_Plot 15_11","imperiale",2,"clone","no",13.26,"final",65,10.43,60,0,NA,1,60,113,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1286,0,0
"Costa Rica","none","Plot 15","11","Costa Rica_Plot 15_11","imperiale",2,"clone","no",13.26,"final",65,10.43,75,0,NA,1,75,113,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1286,0,0
"Costa Rica","none","Plot 15","12","Costa Rica_Plot 15_12","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,80,83,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1089.7,0,0
"Costa Rica","none","Plot 15","12","Costa Rica_Plot 15_12","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,4,83,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1089.7,0,0
"Costa Rica","none","Plot 15","12","Costa Rica_Plot 15_12","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,0.970950594454669,2,25,83,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1089.7,0,0
"Costa Rica","none","Plot 15","12","Costa Rica_Plot 15_12","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,75,83,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1089.7,0,0
"Costa Rica","none","Plot 15","12","Costa Rica_Plot 15_12","imperiale",2,"clone","no",13.26,"final",65,10.43,60,0,NA,1,60,83,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,1089.7,0,0
"Costa Rica","none","Plot 15","4","Costa Rica_Plot 15_4","nudifolium",2,"clone","no",13.26,"final",65,10.43,0,0,0,1,0,133,14,12,"medium",2,0.166666666666667,2900,16,"medium",33.3333333333333,1.33333333333333,0,0
"Costa Rica","none","Plot 15","4","Costa Rica_Plot 15_4","nudifolium",2,"clone","no",13.26,"final",65,10.43,0,0,0,1,0,133,14,12,"medium",2,0.166666666666667,2900,16,"medium",33.3333333333333,1.33333333333333,0,0
"Costa Rica","none","Plot 15","4","Costa Rica_Plot 15_4","nudifolium",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,2,133,14,12,"medium",2,0.166666666666667,2900,16,"medium",33.3333333333333,1.33333333333333,0,0
"Costa Rica","none","Plot 15","6","Costa Rica_Plot 15_6","nudifolium",2,"clone","no",13.26,"final",65,10.43,0,0,0,1,0,104,14,12,"medium",2,0.166666666666667,2900,16,"medium",0,0,0,0
"Costa Rica","none","Plot 15","6","Costa Rica_Plot 15_6","nudifolium",2,"clone","no",13.26,"final",65,10.43,0,0,0,1,0,104,14,12,"medium",2,0.166666666666667,2900,16,"medium",0,0,0,0
"Costa Rica","none","Plot 15","7","Costa Rica_Plot 15_7","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,0.353359335021421,2,30,67,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,516,0,0
"Costa Rica","none","Plot 15","7","Costa Rica_Plot 15_7","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,50,67,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,516,0,0
"Costa Rica","none","Plot 15","7","Costa Rica_Plot 15_7","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,2,67,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,516,0,0
"Costa Rica","none","Plot 15","7","Costa Rica_Plot 15_7","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,NA,1,50,67,14,12,"medium",2,0.166666666666667,2900,16,"medium",100,516,0,0
"Costa Rica","none","Plot 15","9","Costa Rica_Plot 15_9","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,0.650022421648354,2,60,81,14,12,"medium",2,0.166666666666667,2900,16,"medium",50,1800,0,0
"Costa Rica","none","Plot 15","9","Costa Rica_Plot 15_9","imperiale",2,"clone","no",13.26,"final",65,10.43,0,0,0,1,0,81,14,12,"medium",2,0.166666666666667,2900,16,"medium",50,1800,0,0
"Costa Rica","none","Plot 16","3","Costa Rica_Plot 16_3","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,1,2,6,68,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,NA,0,0
"Costa Rica","none","Plot 16","5","Costa Rica_Plot 16_5","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,NA,1,20,121,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,512.666666666667,0,0
"Costa Rica","none","Plot 16","5","Costa Rica_Plot 16_5","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,NA,1,25,121,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,512.666666666667,0,0
"Costa Rica","none","Plot 16","5","Costa Rica_Plot 16_5","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,0.918295834054489,2,60,121,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,512.666666666667,0,0
"Costa Rica","none","Plot 16","5","Costa Rica_Plot 16_5","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,0.985228136034252,2,7,121,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,512.666666666667,0,0
"Costa Rica","none","Plot 16","6","Costa Rica_Plot 16_6","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,NA,1,6,104,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,255,0,0
"Costa Rica","none","Plot 16","6","Costa Rica_Plot 16_6","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,0.650022421648354,2,12,104,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,255,0,0
"Costa Rica","none","Plot 16","6","Costa Rica_Plot 16_6","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,1,2,8,104,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,255,0,0
"Costa Rica","none","Plot 16","6","Costa Rica_Plot 16_6","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,0,1,45,104,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,255,0,0
"Costa Rica","none","Plot 16","6","Costa Rica_Plot 16_6","urostachyum",2,"clone","no",11.96,"final",65,10.43,0,0,0.591672778582327,2,14,104,8,6,"medium",2,0.166666666666667,2900,16,"medium",100,255,0,0
"Costa Rica","none","Plot 16","9","Costa Rica_Plot 16_9","decurrens",2,"clone","no",11.96,"final",65,10.43,10,0,0.970950594454669,2,25,81,8,6,"medium",2,0.166666666666667,2900,16,"medium",60,866.8,0,0
"Costa Rica","none","Plot 16","9","Costa Rica_Plot 16_9","decurrens",2,"clone","no",11.96,"final",65,10.43,0,0,NA,1,70,81,8,6,"medium",2,0.166666666666667,2900,16,"medium",60,866.8,0,0
"Costa Rica","none","Plot 16","9","Costa Rica_Plot 16_9","decurrens",2,"clone","no",11.96,"final",65,10.43,NA,0,NA,1,0,81,8,6,"medium",2,0.166666666666667,2900,16,"medium",60,866.8,0,0
"Costa Rica","none","Plot 16","9","Costa Rica_Plot 16_9","decurrens",2,"clone","no",11.96,"final",65,10.43,0,0,0,1,0,81,8,6,"medium",2,0.166666666666667,2900,16,"medium",60,866.8,0,0
"Costa Rica","none","Plot 16","9","Costa Rica_Plot 16_9","decurrens",2,"clone","no",11.96,"final",65,10.43,0,0,NA,1,8,81,8,6,"medium",2,0.166666666666667,2900,16,"medium",60,866.8,0,0
"Costa Rica","none","Plot 17","10","Costa Rica_Plot 17_10","garagaranum",2,"clone","no",9.62,"final",65,10.43,0,0,0,1,0,92,5,3,"medium",2,0.166666666666667,2900,16,"medium",85.7142857142857,44,0,0
"Costa Rica","none","Plot 17","10","Costa Rica_Plot 17_10","garagaranum",2,"clone","no",9.62,"final",65,10.43,0,0,NA,1,2,92,5,3,"medium",2,0.166666666666667,2900,16,"medium",85.7142857142857,44,0,0
"Costa Rica","none","Plot 17","10","Costa Rica_Plot 17_10","garagaranum",2,"clone","no",9.62,"final",65,10.43,0,0,NA,1,1,92,5,3,"medium",2,0.166666666666667,2900,16,"medium",85.7142857142857,44,0,0
"Costa Rica","none","Plot 17","10","Costa Rica_Plot 17_10","garagaranum",2,"clone","no",9.62,"final",65,10.43,0,0,NA,1,1,92,5,3,"medium",2,0.166666666666667,2900,16,"medium",85.7142857142857,44,0,0
"Costa Rica","none","Plot 17","10","Costa Rica_Plot 17_10","garagaranum",2,"clone","no",9.62,"final",65,10.43,0,0,0.970950594454669,2,10,92,5,3,"medium",2,0.166666666666667,2900,16,"medium",85.7142857142857,44,0,0
