site,block,plot,species,plant_code,date,herb,surv_next,div,clone,flood
Costa Rica,1,Plot 3,arboreum,3,2,41.5,1,12,ind,flood
Costa Rica,1,Plot 3,biolleyi,4,2,27.5,0,12,ind,flood
Costa Rica,1,Plot 3,decurrens,10,2,0.75,1,12,ind,flood
Costa Rica,1,Plot 3,garagaranum,8,2,28.4,1,12,ind,flood
Costa Rica,1,Plot 3,imperiale,12,2,25,1,12,ind,flood
Costa Rica,1,Plot 3,multiplinervium,6,2,25.5,0,12,ind,flood
Costa Rica,1,Plot 3,nudifolium,11,2,36.6666666666667,0,12,ind,flood
Costa Rica,1,Plot 3,peltatum,5,2,12.5,0,12,ind,flood
Costa Rica,1,Plot 3,pseudobumbratum,7,2,16.6666666666667,1,12,ind,flood
Costa Rica,1,Plot 3,reticulatum,9,2,50,0,12,ind,flood
Costa Rica,1,Plot 3,sancti-felicis,1,2,55,1,12,ind,flood
Costa Rica,1,Plot 3,urostachyum,2,2,33.25,1,12,ind,flood
Costa Rica,1,Plot 30,reticulatum,1,2,63,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,3,2,8.33333333333333,1,1,ind,no
Costa Rica,1,Plot 30,reticulatum,5,2,4,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,6,2,16,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,7,2,6.75,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,9,2,2.66666666666667,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,10,2,0,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,11,2,42.75,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,12,2,12.3333333333333,0,1,ind,no
Costa Rica,1,Plot 4,arboreum,1,2,29.4444444444444,1,12,ind,no
Costa Rica,1,Plot 4,biolleyi,5,2,18,0,12,ind,no
Costa Rica,1,Plot 4,decurrens,3,2,17,1,12,ind,no
Costa Rica,1,Plot 4,garagaranum,11,2,10.8,1,12,ind,no
Costa Rica,1,Plot 4,imperiale,6,2,23.6666666666667,1,12,ind,no
Costa Rica,1,Plot 4,multiplinervium,2,2,14.1666666666667,1,12,ind,no
Costa Rica,1,Plot 4,nudifolium,7,2,40,0,12,ind,no
Costa Rica,1,Plot 4,peltatum,12,2,6.33333333333333,0,12,ind,no
Costa Rica,1,Plot 4,pseudobumbratum,8,2,13.3333333333333,1,12,ind,no
Costa Rica,1,Plot 4,reticulatum,10,2,55,0,12,ind,no
Costa Rica,1,Plot 4,sancti-felicis,9,2,30.8333333333333,0,12,ind,no
Costa Rica,1,Plot 4,urostachyum,4,2,39,1,12,ind,no
Costa Rica,1,Plot 5,arboreum,11,2,25.4,0,12,ind,no
Costa Rica,1,Plot 5,biolleyi,12,2,55,1,12,ind,no
Costa Rica,1,Plot 5,decurrens,6,2,5.4,1,12,ind,no
Costa Rica,1,Plot 5,garagaranum,4,2,15,1,12,ind,no
Costa Rica,1,Plot 5,imperiale,8,2,31.3333333333333,1,12,ind,no
Costa Rica,1,Plot 5,multiplinervium,2,2,4,0,12,ind,no
Costa Rica,1,Plot 5,nudifolium,7,2,7.4,1,12,ind,no
Costa Rica,1,Plot 5,peltatum,1,2,20,1,12,ind,no
Costa Rica,1,Plot 5,pseudobumbratum,3,2,8.66666666666667,1,12,ind,no
Costa Rica,1,Plot 5,reticulatum,5,2,44.3333333333333,0,12,ind,no
Costa Rica,1,Plot 5,sancti-felicis,10,2,16.6666666666667,1,12,ind,no
Costa Rica,1,Plot 5,urostachyum,9,2,27.5,0,12,ind,no
Costa Rica,1,Plot 6,arboreum,12,2,42.5,1,12,ind,no
Costa Rica,1,Plot 6,biolleyi,1,2,26,0,12,ind,no
Costa Rica,1,Plot 6,decurrens,7,2,1,0,12,ind,no
Costa Rica,1,Plot 6,garagaranum,5,2,20.7142857142857,0,12,ind,no
Costa Rica,1,Plot 6,imperiale,9,2,85,0,12,ind,no
Costa Rica,1,Plot 6,multiplinervium,3,2,62.5,0,12,ind,no
Costa Rica,1,Plot 6,nudifolium,8,2,3,0,12,ind,no
Costa Rica,1,Plot 6,pseudobumbratum,4,2,4.33333333333333,0,12,ind,no
Costa Rica,1,Plot 6,reticulatum,6,2,50,0,12,ind,no
Costa Rica,1,Plot 6,sancti-felicis,10,2,22.1666666666667,0,12,ind,no
Costa Rica,1,Plot 6,urostachyum,11,2,30.3333333333333,1,12,ind,no
Costa Rica,1,Plot 7,imperiale,1,2,25,0,2,clone,flood
Costa Rica,1,Plot 7,imperiale,2,2,NA,0,2,clone,flood
Costa Rica,1,Plot 7,imperiale,3,2,26.6,0,2,clone,flood
Costa Rica,1,Plot 7,imperiale,4,2,56.6666666666667,1,2,clone,flood
Costa Rica,1,Plot 7,imperiale,5,2,31.6666666666667,1,2,clone,flood
Costa Rica,1,Plot 7,imperiale,6,2,27,0,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,7,2,6,1,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,8,2,25,0,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,9,2,21.1428571428571,0,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,11,2,20,0,2,clone,flood
Costa Rica,1,Plot 7,nudifolium,12,2,30,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,1,2,14.1428571428571,0,2,clone,flood
Costa Rica,1,Plot 8,decurrens,2,2,4,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,3,2,0,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,4,2,0.6,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,5,2,6.81818181818182,1,2,clone,flood
Costa Rica,1,Plot 8,decurrens,6,2,6.2,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,7,2,36.4,0,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,8,2,2,0,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,9,2,29.2,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,10,2,51.25,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,11,2,42.5,1,2,clone,flood
Costa Rica,1,Plot 8,urostachyum,12,2,27.5,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,1,2,20,0,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,2,2,37.5,0,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,3,2,30,0,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,4,2,27.3333333333333,1,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,5,2,0,0,2,clone,flood
Costa Rica,1,Plot 9,garagaranum,6,2,17,0,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,7,2,18.5,0,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,8,2,16,0,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,9,2,17,0,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,10,2,2,0,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,11,2,13.5,1,2,clone,flood
Costa Rica,1,Plot 9,pseudobumbratum,12,2,0.666666666666667,0,2,clone,flood
Costa Rica,1,Plot 1,arboreum,2,3,NA,0,12,ind,flood
Costa Rica,1,Plot 1,biolleyi,3,3,NA,1,12,ind,flood
Costa Rica,1,Plot 1,decurrens,9,3,NA,0,12,ind,flood
Costa Rica,1,Plot 1,garagaranum,7,3,NA,0,12,ind,flood
Costa Rica,1,Plot 1,imperiale,11,3,NA,1,12,ind,flood
Costa Rica,1,Plot 1,multiplinervium,5,3,NA,1,12,ind,flood
Costa Rica,1,Plot 1,nudifolium,10,3,NA,1,12,ind,flood
Costa Rica,1,Plot 1,peltatum,4,3,NA,1,12,ind,flood
Costa Rica,1,Plot 1,pseudobumbratum,6,3,NA,1,12,ind,flood
Costa Rica,1,Plot 1,reticulatum,8,3,NA,1,12,ind,flood
Costa Rica,1,Plot 1,sancti-felicis,12,3,NA,0,12,ind,flood
Costa Rica,1,Plot 1,urostachyum,1,3,40.4,1,12,ind,flood
Costa Rica,1,Plot 10,peltatum,7,3,NA,0,2,clone,flood
Costa Rica,1,Plot 10,peltatum,9,3,NA,0,2,clone,flood
Costa Rica,1,Plot 10,peltatum,10,3,NA,0,2,clone,flood
Costa Rica,1,Plot 10,peltatum,11,3,NA,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,1,3,NA,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,2,3,NA,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,3,3,30,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,4,3,40,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,5,3,NA,0,2,clone,flood
Costa Rica,1,Plot 10,reticulatum,6,3,NA,0,2,clone,flood
Costa Rica,1,Plot 11,imperiale,7,3,NA,1,2,clone,no
Costa Rica,1,Plot 11,imperiale,8,3,NA,1,2,clone,no
Costa Rica,1,Plot 11,imperiale,9,3,NA,1,2,clone,no
Costa Rica,1,Plot 11,imperiale,10,3,NA,0,2,clone,no
Costa Rica,1,Plot 11,imperiale,11,3,72.3333333333333,0,2,clone,no
Costa Rica,1,Plot 11,imperiale,12,3,NA,0,2,clone,no
Costa Rica,1,Plot 11,nudifolium,1,3,NA,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,2,3,NA,0,2,clone,no
Costa Rica,1,Plot 11,nudifolium,3,3,NA,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,4,3,NA,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,5,3,NA,1,2,clone,no
Costa Rica,1,Plot 11,nudifolium,6,3,NA,0,2,clone,no
Costa Rica,1,Plot 12,decurrens,7,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,8,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,9,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,10,3,NA,0,2,ind,flood
Costa Rica,1,Plot 12,decurrens,11,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,decurrens,12,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,1,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,2,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,3,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,4,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,5,3,NA,1,2,ind,flood
Costa Rica,1,Plot 12,urostachyum,6,3,NA,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,7,3,NA,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,8,3,NA,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,9,3,NA,0,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,10,3,NA,0,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,11,3,NA,1,2,ind,flood
Costa Rica,1,Plot 13,garagaranum,12,3,NA,0,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,1,3,NA,1,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,2,3,NA,0,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,3,3,NA,1,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,4,3,NA,1,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,5,3,NA,0,2,ind,flood
Costa Rica,1,Plot 13,pseudobumbratum,6,3,NA,0,2,ind,flood
Costa Rica,1,Plot 14,peltatum,7,3,NA,1,2,ind,flood
Costa Rica,1,Plot 14,peltatum,8,3,NA,0,2,ind,flood
Costa Rica,1,Plot 14,peltatum,10,3,NA,0,2,ind,flood
Costa Rica,1,Plot 14,peltatum,12,3,NA,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,1,3,NA,0,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,2,3,NA,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,3,3,NA,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,4,3,NA,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,5,3,NA,1,2,ind,flood
Costa Rica,1,Plot 14,reticulatum,6,3,NA,1,2,ind,flood
Costa Rica,1,Plot 15,imperiale,7,3,NA,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,8,3,NA,0,2,clone,no
Costa Rica,1,Plot 15,imperiale,9,3,NA,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,10,3,NA,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,11,3,NA,1,2,clone,no
Costa Rica,1,Plot 15,imperiale,12,3,NA,1,2,clone,no
Costa Rica,1,Plot 15,nudifolium,1,3,NA,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,2,3,NA,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,3,3,NA,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,4,3,NA,1,2,clone,no
Costa Rica,1,Plot 15,nudifolium,5,3,NA,0,2,clone,no
Costa Rica,1,Plot 15,nudifolium,6,3,NA,1,2,clone,no
Costa Rica,1,Plot 16,decurrens,7,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,8,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,9,3,NA,1,2,clone,no
Costa Rica,1,Plot 16,decurrens,10,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,11,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,decurrens,12,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,1,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,2,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,3,3,NA,1,2,clone,no
Costa Rica,1,Plot 16,urostachyum,4,3,NA,0,2,clone,no
Costa Rica,1,Plot 16,urostachyum,5,3,NA,1,2,clone,no
Costa Rica,1,Plot 16,urostachyum,6,3,NA,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,7,3,NA,0,2,clone,no
Costa Rica,1,Plot 17,garagaranum,8,3,NA,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,9,3,NA,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,10,3,NA,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,11,3,6.66666666666667,1,2,clone,no
Costa Rica,1,Plot 17,garagaranum,12,3,NA,1,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,1,3,NA,0,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,2,3,NA,1,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,3,3,NA,0,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,4,3,NA,1,2,clone,no
Costa Rica,1,Plot 17,pseudobumbratum,6,3,NA,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,7,3,NA,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,8,3,NA,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,9,3,NA,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,10,3,NA,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,11,3,NA,0,2,clone,no
Costa Rica,1,Plot 18,reticulatum,12,3,NA,0,2,clone,no
Costa Rica,1,Plot 19,imperiale,1,3,NA,0,2,ind,no
Costa Rica,1,Plot 19,imperiale,2,3,NA,1,2,ind,no
Costa Rica,1,Plot 19,imperiale,3,3,NA,1,2,ind,no
Costa Rica,1,Plot 19,imperiale,4,3,NA,1,2,ind,no
Costa Rica,1,Plot 19,imperiale,5,3,NA,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,7,3,NA,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,8,3,NA,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,9,3,NA,1,2,ind,no
Costa Rica,1,Plot 19,nudifolium,10,3,NA,0,2,ind,no
Costa Rica,1,Plot 19,nudifolium,11,3,NA,0,2,ind,no
Costa Rica,1,Plot 19,nudifolium,12,3,NA,0,2,ind,no
Costa Rica,1,Plot 2,arboreum,1,3,36.25,1,12,ind,flood
Costa Rica,1,Plot 2,biolleyi,2,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,decurrens,8,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,garagaranum,6,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,imperiale,10,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,multiplinervium,4,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,nudifolium,9,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,peltatum,3,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,pseudobumbratum,5,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,reticulatum,7,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,sancti-felicis,11,3,NA,1,12,ind,flood
Costa Rica,1,Plot 2,urostachyum,12,3,NA,1,12,ind,flood
Costa Rica,1,Plot 20,decurrens,1,3,NA,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,2,3,NA,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,3,3,NA,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,4,3,NA,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,5,3,NA,0,2,ind,no
Costa Rica,1,Plot 20,decurrens,6,3,NA,0,2,ind,no
Costa Rica,1,Plot 20,urostachyum,7,3,NA,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,8,3,NA,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,9,3,NA,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,10,3,NA,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,11,3,NA,1,2,ind,no
Costa Rica,1,Plot 20,urostachyum,12,3,NA,0,2,ind,no
Costa Rica,1,Plot 21,garagaranum,7,3,NA,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,8,3,NA,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,9,3,NA,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,10,3,NA,0,2,ind,no
Costa Rica,1,Plot 21,garagaranum,11,3,NA,1,2,ind,no
Costa Rica,1,Plot 21,garagaranum,12,3,NA,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,1,3,NA,1,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,2,3,NA,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,3,3,NA,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,4,3,NA,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,5,3,NA,0,2,ind,no
Costa Rica,1,Plot 21,pseudobumbratum,6,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,1,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,2,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,3,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,4,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,5,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,peltatum,6,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,reticulatum,7,3,NA,0,2,ind,no
Costa Rica,1,Plot 22,reticulatum,9,3,NA,1,2,ind,no
Costa Rica,1,Plot 22,reticulatum,10,3,NA,1,2,ind,no
Costa Rica,1,Plot 22,reticulatum,11,3,NA,1,2,ind,no
Costa Rica,1,Plot 22,reticulatum,12,3,NA,1,2,ind,no
Costa Rica,1,Plot 23,imperiale,1,3,NA,0,1,clone,no
Costa Rica,1,Plot 23,imperiale,2,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,4,3,NA,0,1,clone,no
Costa Rica,1,Plot 23,imperiale,5,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,6,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,7,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,8,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,9,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,10,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,11,3,NA,1,1,clone,no
Costa Rica,1,Plot 23,imperiale,12,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,1,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,2,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,3,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,4,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,5,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,6,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,7,3,NA,0,1,clone,no
Costa Rica,1,Plot 24,urostachyum,8,3,NA,0,1,clone,no
Costa Rica,1,Plot 24,urostachyum,9,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,10,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,11,3,NA,1,1,clone,no
Costa Rica,1,Plot 24,urostachyum,12,3,NA,1,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,1,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,2,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,3,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,4,3,NA,1,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,5,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,6,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,7,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,8,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,9,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,10,3,NA,1,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,11,3,NA,0,1,clone,no
Costa Rica,1,Plot 25,pseudobumbratum,12,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,1,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,2,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,3,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,4,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,5,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,6,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,7,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,8,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,9,3,NA,0,1,clone,no
Costa Rica,1,Plot 26,reticulatum,10,3,NA,0,1,clone,no
Costa Rica,1,Plot 27,imperiale,1,3,NA,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,2,3,NA,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,3,3,NA,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,4,3,NA,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,5,3,NA,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,6,3,NA,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,7,3,30.8333333333333,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,8,3,NA,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,9,3,NA,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,10,3,NA,1,1,ind,no
Costa Rica,1,Plot 27,imperiale,11,3,NA,0,1,ind,no
Costa Rica,1,Plot 27,imperiale,12,3,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,1,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,2,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,3,3,53.3333333333333,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,4,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,5,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,6,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,7,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,8,3,NA,1,1,ind,no
Costa Rica,1,Plot 28,urostachyum,9,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,10,3,NA,0,1,ind,no
Costa Rica,1,Plot 28,urostachyum,11,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,1,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,2,3,NA,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,3,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,4,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,5,3,NA,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,6,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,7,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,8,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,9,3,NA,1,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,10,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,11,3,NA,0,1,ind,no
Costa Rica,1,Plot 29,pseudobumbratum,12,3,NA,0,1,ind,no
Costa Rica,1,Plot 3,arboreum,3,3,64,0,12,ind,flood
Costa Rica,1,Plot 3,biolleyi,4,3,NA,0,12,ind,flood
Costa Rica,1,Plot 3,decurrens,10,3,NA,1,12,ind,flood
Costa Rica,1,Plot 3,garagaranum,8,3,NA,1,12,ind,flood
Costa Rica,1,Plot 3,imperiale,12,3,32.6666666666667,1,12,ind,flood
Costa Rica,1,Plot 3,multiplinervium,6,3,NA,0,12,ind,flood
Costa Rica,1,Plot 3,nudifolium,11,3,NA,0,12,ind,flood
Costa Rica,1,Plot 3,peltatum,5,3,NA,0,12,ind,flood
Costa Rica,1,Plot 3,pseudobumbratum,7,3,NA,1,12,ind,flood
Costa Rica,1,Plot 3,reticulatum,9,3,NA,0,12,ind,flood
Costa Rica,1,Plot 3,sancti-felicis,1,3,NA,1,12,ind,flood
Costa Rica,1,Plot 3,urostachyum,2,3,NA,1,12,ind,flood
Costa Rica,1,Plot 30,reticulatum,1,3,NA,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,3,3,23.3333333333333,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,5,3,NA,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,6,3,NA,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,7,3,NA,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,9,3,NA,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,10,3,NA,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,11,3,NA,0,1,ind,no
Costa Rica,1,Plot 30,reticulatum,12,3,NA,0,1,ind,no
Costa Rica,1,Plot 4,arboreum,1,3,NA,1,12,ind,no
Costa Rica,1,Plot 4,biolleyi,5,3,NA,0,12,ind,no
Costa Rica,1,Plot 4,decurrens,3,3,NA,1,12,ind,no
Costa Rica,1,Plot 4,garagaranum,11,3,NA,1,12,ind,no
Costa Rica,1,Plot 4,imperiale,6,3,NA,1,12,ind,no
Costa Rica,1,Plot 4,multiplinervium,2,3,NA,1,12,ind,no
Costa Rica,1,Plot 4,nudifolium,7,3,NA,0,12,ind,no
Costa Rica,1,Plot 4,peltatum,12,3,NA,0,12,ind,no
Costa Rica,1,Plot 4,pseudobumbratum,8,3,NA,1,12,ind,no
